"","N","Código","Municipio","Mesorregião","Ano","Data","Precipitação mensal (mm)","M","Mes"
"4251",4251,"83592","Caratinga","Vale do Rio Doce",2020,2020-11-30,NA,"11","Nov"
"4252",4252,"83592","Caratinga","Vale do Rio Doce",2020,2020-12-31,163.7,"12","Dez"
"4253",4253,"83592","Caratinga","Vale do Rio Doce",2021,2021-01-31,103,"01","Jan"
"4254",4254,"83592","Caratinga","Vale do Rio Doce",2021,2021-02-28,350.3,"02","Fev"
"4255",4255,"83592","Caratinga","Vale do Rio Doce",2021,2021-03-31,105.6,"03","Mar"
"4256",4256,"83592","Caratinga","Vale do Rio Doce",2021,2021-04-30,51.8,"04","Abr"
"4257",4257,"83592","Caratinga","Vale do Rio Doce",2021,2021-05-31,20.5,"05","Mai"
"4258",4258,"83592","Caratinga","Vale do Rio Doce",2021,2021-06-30,14.7,"06","Jun"
"4259",4259,"83592","Caratinga","Vale do Rio Doce",2021,2021-07-31,0.2,"07","Jul"
"4260",4260,"83592","Caratinga","Vale do Rio Doce",2021,2021-08-31,0.4,"08","Ago"
"4261",4261,"83592","Caratinga","Vale do Rio Doce",2021,2021-09-30,1.9,"09","Set"
"4262",4262,"83592","Caratinga","Vale do Rio Doce",2021,2021-10-31,163.1,"10","Out"
"4263",4263,"83592","Caratinga","Vale do Rio Doce",2021,2021-11-30,320.9,"11","Nov"
"4264",4264,"83592","Caratinga","Vale do Rio Doce",2021,2021-12-31,194.4,"12","Dez"
"4265",4265,"83592","Caratinga","Vale do Rio Doce",2022,2022-01-31,266.3,"01","Jan"
"4266",4266,"83592","Caratinga","Vale do Rio Doce",2022,2022-02-28,309.8,"02","Fev"
"4267",4267,"83592","Caratinga","Vale do Rio Doce",2022,2022-03-31,3,"03","Mar"
"4268",4268,"83592","Caratinga","Vale do Rio Doce",2022,2022-04-30,26.5,"04","Abr"
"4269",4269,"83592","Caratinga","Vale do Rio Doce",2022,2022-05-31,2.6,"05","Mai"
"4270",4270,"83592","Caratinga","Vale do Rio Doce",2022,2022-06-30,0,"06","Jun"
"4271",4271,"83592","Caratinga","Vale do Rio Doce",2022,2022-07-31,0,"07","Jul"
"4272",4272,"83592","Caratinga","Vale do Rio Doce",2022,2022-08-31,1.1,"08","Ago"
"4273",4273,"83592","Caratinga","Vale do Rio Doce",2022,2022-09-30,95.7,"09","Set"
"4274",4274,"83592","Caratinga","Vale do Rio Doce",2022,2022-10-31,67.9,"10","Out"
"4275",4275,"83592","Caratinga","Vale do Rio Doce",2022,2022-11-30,328.5,"11","Nov"
"4276",4276,"83592","Caratinga","Vale do Rio Doce",2022,2022-12-31,238.7,"12","Dez"
"4277",4277,"83592","Caratinga","Vale do Rio Doce",2023,2023-01-31,330.5,"01","Jan"
"4278",4278,"83592","Caratinga","Vale do Rio Doce",2023,2023-02-28,NA,"02","Fev"
"4279",4279,"83592","Caratinga","Vale do Rio Doce",2023,2023-03-31,5,"03","Mar"
"4280",4280,"83592","Caratinga","Vale do Rio Doce",2023,2023-04-30,66.3,"04","Abr"
"4281",4281,"83592","Caratinga","Vale do Rio Doce",2023,2023-05-31,39.5,"05","Mai"
"4282",4282,"83592","Caratinga","Vale do Rio Doce",2023,2023-06-30,NA,"06","Jun"
"4283",4283,"83592","Caratinga","Vale do Rio Doce",2023,2023-07-31,NA,"07","Jul"
"4284",4284,"83592","Caratinga","Vale do Rio Doce",2023,2023-08-31,NA,"08","Ago"
"4285",4285,"83592","Caratinga","Vale do Rio Doce",2023,2023-09-30,NA,"09","Set"
"4286",4286,"83592","Caratinga","Vale do Rio Doce",2023,2023-10-31,120.2,"10","Out"
"4287",4287,"83592","Caratinga","Vale do Rio Doce",2023,2023-11-30,81.6,"11","Nov"
"4288",4288,"83595","Aimorés","Vale do Rio Doce",2012,2012-01-31,182,"01","Jan"
"4289",4289,"83595","Aimorés","Vale do Rio Doce",2012,2012-02-29,16,"02","Fev"
"4290",4290,"83595","Aimorés","Vale do Rio Doce",2012,2012-03-31,8,"03","Mar"
"4291",4291,"83595","Aimorés","Vale do Rio Doce",2012,2012-04-30,46,"04","Abr"
"4292",4292,"83595","Aimorés","Vale do Rio Doce",2012,2012-05-31,37.2,"05","Mai"
"4293",4293,"83595","Aimorés","Vale do Rio Doce",2012,2012-06-30,1.8,"06","Jun"
"4294",4294,"83595","Aimorés","Vale do Rio Doce",2012,2012-07-31,2.2,"07","Jul"
"4295",4295,"83595","Aimorés","Vale do Rio Doce",2012,2012-08-31,61.4,"08","Ago"
"4296",4296,"83595","Aimorés","Vale do Rio Doce",2012,2012-09-30,34.3,"09","Set"
"4297",4297,"83595","Aimorés","Vale do Rio Doce",2012,2012-10-31,13.4,"10","Out"
"4298",4298,"83595","Aimorés","Vale do Rio Doce",2012,2012-11-30,330,"11","Nov"
"4299",4299,"83595","Aimorés","Vale do Rio Doce",2012,2012-12-31,45,"12","Dez"
"4300",4300,"83595","Aimorés","Vale do Rio Doce",2013,2013-01-31,NA,"01","Jan"
"4301",4301,"83595","Aimorés","Vale do Rio Doce",2013,2013-02-28,117.2,"02","Fev"
"4302",4302,"83595","Aimorés","Vale do Rio Doce",2013,2013-03-31,133.6,"03","Mar"
"4303",4303,"83595","Aimorés","Vale do Rio Doce",2013,2013-04-30,59.2,"04","Abr"
"4304",4304,"83595","Aimorés","Vale do Rio Doce",2013,2013-05-31,39.2,"05","Mai"
"4305",4305,"83595","Aimorés","Vale do Rio Doce",2013,2013-06-30,27.6,"06","Jun"
"4306",4306,"83595","Aimorés","Vale do Rio Doce",2013,2013-07-31,2.4,"07","Jul"
"4307",4307,"83595","Aimorés","Vale do Rio Doce",2013,2013-08-31,7.2,"08","Ago"
"4308",4308,"83595","Aimorés","Vale do Rio Doce",2013,2013-09-30,30.8,"09","Set"
"4309",4309,"83595","Aimorés","Vale do Rio Doce",2013,2013-10-31,122.6,"10","Out"
"4310",4310,"83595","Aimorés","Vale do Rio Doce",2013,2013-11-30,171.2,"11","Nov"
"4311",4311,"83595","Aimorés","Vale do Rio Doce",2013,2013-12-31,822.4,"12","Dez"
"4312",4312,"83595","Aimorés","Vale do Rio Doce",2014,2014-01-31,NA,"01","Jan"
"4313",4313,"83595","Aimorés","Vale do Rio Doce",2014,2014-02-28,52.2,"02","Fev"
"4314",4314,"83595","Aimorés","Vale do Rio Doce",2014,2014-03-31,45.2,"03","Mar"
"4315",4315,"83595","Aimorés","Vale do Rio Doce",2014,2014-04-30,20,"04","Abr"
"4316",4316,"83595","Aimorés","Vale do Rio Doce",2014,2014-05-31,26.6,"05","Mai"
"4317",4317,"83595","Aimorés","Vale do Rio Doce",2014,2014-06-30,5.2,"06","Jun"
"4318",4318,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-01-31,338,"01","Jan"
"4319",4319,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-02-29,NA,"02","Fev"
"4320",4320,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-03-31,NA,"03","Mar"
"4321",4321,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-04-30,NA,"04","Abr"
"4322",4322,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-05-31,NA,"05","Mai"
"4323",4323,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-06-30,NA,"06","Jun"
"4324",4324,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-07-31,NA,"07","Jul"
"4325",4325,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-08-31,0,"08","Ago"
"4326",4326,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-09-30,83,"09","Set"
"4327",4327,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-10-31,NA,"10","Out"
"4328",4328,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-11-30,NA,"11","Nov"
"4329",4329,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2012,2012-12-31,NA,"12","Dez"
"4330",4330,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-01-31,NA,"01","Jan"
"4331",4331,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-02-28,NA,"02","Fev"
"4332",4332,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-03-31,NA,"03","Mar"
"4333",4333,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-04-30,NA,"04","Abr"
"4334",4334,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-05-31,NA,"05","Mai"
"4335",4335,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-06-30,NA,"06","Jun"
"4336",4336,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-07-31,NA,"07","Jul"
"4337",4337,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-08-31,NA,"08","Ago"
"4338",4338,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-09-30,NA,"09","Set"
"4339",4339,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-10-31,NA,"10","Out"
"4340",4340,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-11-30,NA,"11","Nov"
"4341",4341,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2013,2013-12-31,NA,"12","Dez"
"4342",4342,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2014,2014-01-31,NA,"01","Jan"
"4343",4343,"83631","São Sebastião do Paraíso","Sul / Sudoeste de Minas",2014,2014-02-28,NA,"02","Fev"
"4344",4344,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-01-31,474.3,"01","Jan"
"4345",4345,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-02-29,82.7,"02","Fev"
"4346",4346,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-03-31,203.3,"03","Mar"
"4347",4347,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-04-30,69.3,"04","Abr"
"4348",4348,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-05-31,76.9,"05","Mai"
"4349",4349,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-06-30,29.8,"06","Jun"
"4350",4350,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-07-31,0,"07","Jul"
"4351",4351,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-08-31,0,"08","Ago"
"4352",4352,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-09-30,69.3,"09","Set"
"4353",4353,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-10-31,68.6,"10","Out"
"4354",4354,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-11-30,314.6,"11","Nov"
"4355",4355,"83632","Ibirité","Metropolitana de Belo Horizonte",2012,2012-12-31,62.7,"12","Dez"
"4356",4356,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-01-31,316.3,"01","Jan"
"4357",4357,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-02-28,101.7,"02","Fev"
"4358",4358,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-03-31,189.1,"03","Mar"
"4359",4359,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-04-30,132.8,"04","Abr"
"4360",4360,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-05-31,71.4,"05","Mai"
"4361",4361,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-06-30,31,"06","Jun"
"4362",4362,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-07-31,0,"07","Jul"
"4363",4363,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-08-31,0,"08","Ago"
"4364",4364,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-09-30,NA,"09","Set"
"4365",4365,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-10-31,116.2,"10","Out"
"4366",4366,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-11-30,70.9,"11","Nov"
"4367",4367,"83632","Ibirité","Metropolitana de Belo Horizonte",2013,2013-12-31,597.8,"12","Dez"
"4368",4368,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-01-31,128.5,"01","Jan"
"4369",4369,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-02-28,14,"02","Fev"
"4370",4370,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-03-31,NA,"03","Mar"
"4371",4371,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-04-30,67.4,"04","Abr"
"4372",4372,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-05-31,8.6,"05","Mai"
"4373",4373,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-06-30,2.2,"06","Jun"
"4374",4374,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-07-31,45.4,"07","Jul"
"4375",4375,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-08-31,1.6,"08","Ago"
"4376",4376,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-09-30,5.6,"09","Set"
"4377",4377,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-10-31,96.2,"10","Out"
"4378",4378,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-11-30,254.7,"11","Nov"
"4379",4379,"83632","Ibirité","Metropolitana de Belo Horizonte",2014,2014-12-31,NA,"12","Dez"
"4380",4380,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-01-31,NA,"01","Jan"
"4381",4381,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-02-28,151.9,"02","Fev"
"4382",4382,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-03-31,196.5,"03","Mar"
"4383",4383,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-04-30,NA,"04","Abr"
"4384",4384,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-05-31,71.8,"05","Mai"
"4385",4385,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-06-30,NA,"06","Jun"
"4386",4386,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-07-31,NA,"07","Jul"
"4387",4387,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-08-31,1,"08","Ago"
"4388",4388,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-09-30,NA,"09","Set"
"4389",4389,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-10-31,83.4,"10","Out"
"4390",4390,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-11-30,NA,"11","Nov"
"4391",4391,"83632","Ibirité","Metropolitana de Belo Horizonte",2015,2015-12-31,117.4,"12","Dez"
"4392",4392,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-01-31,NA,"01","Jan"
"4393",4393,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-02-29,174.6,"02","Fev"
"4394",4394,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-03-31,123.1,"03","Mar"
"4395",4395,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-04-30,22.9,"04","Abr"
"4396",4396,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-05-31,4.6,"05","Mai"
"4397",4397,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-06-30,74.5,"06","Jun"
"4398",4398,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-07-31,0,"07","Jul"
"4399",4399,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-08-31,1.8,"08","Ago"
"4400",4400,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-09-30,78.2,"09","Set"
"4401",4401,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-10-31,33.8,"10","Out"
"4402",4402,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-11-30,209.2,"11","Nov"
"4403",4403,"83632","Ibirité","Metropolitana de Belo Horizonte",2016,2016-12-31,NA,"12","Dez"
"4404",4404,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-01-31,216.8,"01","Jan"
"4405",4405,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-02-28,163.7,"02","Fev"
"4406",4406,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-03-31,104.8,"03","Mar"
"4407",4407,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-04-30,25.2,"04","Abr"
"4408",4408,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-05-31,34.2,"05","Mai"
"4409",4409,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-06-30,39.3,"06","Jun"
"4410",4410,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-07-31,NA,"07","Jul"
"4411",4411,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-08-31,0,"08","Ago"
"4412",4412,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-09-30,30,"09","Set"
"4413",4413,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-10-31,97,"10","Out"
"4414",4414,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-11-30,115.2,"11","Nov"
"4415",4415,"83632","Ibirité","Metropolitana de Belo Horizonte",2017,2017-12-31,NA,"12","Dez"
"4416",4416,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-01-31,103.7,"01","Jan"
"4417",4417,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-02-28,140.2,"02","Fev"
"4418",4418,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-03-31,169.6,"03","Mar"
"4419",4419,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-04-30,16.9,"04","Abr"
"4420",4420,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-05-31,11.6,"05","Mai"
"4421",4421,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-06-30,0,"06","Jun"
"4422",4422,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-07-31,0,"07","Jul"
"4423",4423,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-08-31,39.2,"08","Ago"
"4424",4424,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-09-30,55,"09","Set"
"4425",4425,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-10-31,180.8,"10","Out"
"4426",4426,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-11-30,223.9,"11","Nov"
"4427",4427,"83632","Ibirité","Metropolitana de Belo Horizonte",2018,2018-12-31,220.4,"12","Dez"
"4428",4428,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-01-31,47.4,"01","Jan"
"4429",4429,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-02-28,161.8,"02","Fev"
"4430",4430,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-03-31,107.8,"03","Mar"
"4431",4431,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-04-30,108.7,"04","Abr"
"4432",4432,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-05-31,NA,"05","Mai"
"4433",4433,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-06-30,NA,"06","Jun"
"4434",4434,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-07-31,0,"07","Jul"
"4435",4435,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-08-31,0,"08","Ago"
"4436",4436,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-09-30,NA,"09","Set"
"4437",4437,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-10-31,80.2,"10","Out"
"4438",4438,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-11-30,264.8,"11","Nov"
"4439",4439,"83632","Ibirité","Metropolitana de Belo Horizonte",2019,2019-12-31,NA,"12","Dez"
"4440",4440,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-01-31,644.4,"01","Jan"
"4441",4441,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-02-29,318.9,"02","Fev"
"4442",4442,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-03-31,175.1,"03","Mar"
"4443",4443,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-04-30,78.7,"04","Abr"
"4444",4444,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-05-31,NA,"05","Mai"
"4445",4445,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-06-30,0.6,"06","Jun"
"4446",4446,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-07-31,6.9,"07","Jul"
"4447",4447,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-08-31,NA,"08","Ago"
"4448",4448,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-09-30,11.4,"09","Set"
"4449",4449,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-10-31,NA,"10","Out"
"4450",4450,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-11-30,NA,"11","Nov"
"4451",4451,"83632","Ibirité","Metropolitana de Belo Horizonte",2020,2020-12-31,214.7,"12","Dez"
"4452",4452,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-01-31,NA,"01","Jan"
"4453",4453,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-02-28,NA,"02","Fev"
"4454",4454,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-03-31,NA,"03","Mar"
"4455",4455,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-04-30,16.8,"04","Abr"
"4456",4456,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-05-31,NA,"05","Mai"
"4457",4457,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-06-30,25.3,"06","Jun"
"4458",4458,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-07-31,0,"07","Jul"
"4459",4459,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-08-31,8.6,"08","Ago"
"4460",4460,"83632","Ibirité","Metropolitana de Belo Horizonte",2021,2021-09-30,28.9,"09","Set"
