"","N","Código","Municipio","Mesorregião","Ano","Data","Precipitação mensal (mm)","M","Mes"
"10190",10190,"A535","Florestal","Metropolitana de Belo Horizonte",2018,2018-06-30,NA,"06","Jun"
"10191",10191,"A535","Florestal","Metropolitana de Belo Horizonte",2018,2018-07-31,NA,"07","Jul"
"10192",10192,"A535","Florestal","Metropolitana de Belo Horizonte",2018,2018-08-31,NA,"08","Ago"
"10193",10193,"A535","Florestal","Metropolitana de Belo Horizonte",2018,2018-09-30,81,"09","Set"
"10194",10194,"A535","Florestal","Metropolitana de Belo Horizonte",2018,2018-10-31,69.6,"10","Out"
"10195",10195,"A535","Florestal","Metropolitana de Belo Horizonte",2018,2018-11-30,339.6,"11","Nov"
"10196",10196,"A535","Florestal","Metropolitana de Belo Horizonte",2018,2018-12-31,293.4,"12","Dez"
"10197",10197,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-01-31,193.6,"01","Jan"
"10198",10198,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-02-28,322.6,"02","Fev"
"10199",10199,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-03-31,235.2,"03","Mar"
"10200",10200,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-04-30,127.4,"04","Abr"
"10201",10201,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-05-31,60.8,"05","Mai"
"10202",10202,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-06-30,19,"06","Jun"
"10203",10203,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-07-31,1.2,"07","Jul"
"10204",10204,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-08-31,0.6,"08","Ago"
"10205",10205,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-09-30,32.8,"09","Set"
"10206",10206,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-10-31,50,"10","Out"
"10207",10207,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-11-30,217.2,"11","Nov"
"10208",10208,"A535","Florestal","Metropolitana de Belo Horizonte",2019,2019-12-31,356,"12","Dez"
"10209",10209,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-01-31,621.2,"01","Jan"
"10210",10210,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-02-29,352,"02","Fev"
"10211",10211,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-03-31,209.8,"03","Mar"
"10212",10212,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-04-30,89.8,"04","Abr"
"10213",10213,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-05-31,41.8,"05","Mai"
"10214",10214,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-06-30,5.8,"06","Jun"
"10215",10215,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-07-31,0.6,"07","Jul"
"10216",10216,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-08-31,12.2,"08","Ago"
"10217",10217,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-09-30,16.2,"09","Set"
"10218",10218,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-10-31,134.4,"10","Out"
"10219",10219,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-11-30,100,"11","Nov"
"10220",10220,"A535","Florestal","Metropolitana de Belo Horizonte",2020,2020-12-31,266,"12","Dez"
"10221",10221,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-01-31,NA,"01","Jan"
"10222",10222,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-02-28,374.4,"02","Fev"
"10223",10223,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-03-31,75,"03","Mar"
"10224",10224,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-04-30,8,"04","Abr"
"10225",10225,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-05-31,NA,"05","Mai"
"10226",10226,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-06-30,NA,"06","Jun"
"10227",10227,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-07-31,0.4,"07","Jul"
"10228",10228,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-08-31,6,"08","Ago"
"10229",10229,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-09-30,9,"09","Set"
"10230",10230,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-10-31,230.8,"10","Out"
"10231",10231,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-11-30,245.6,"11","Nov"
"10232",10232,"A535","Florestal","Metropolitana de Belo Horizonte",2021,2021-12-31,421.8,"12","Dez"
"10233",10233,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-01-31,746.4,"01","Jan"
"10234",10234,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-02-28,434.2,"02","Fev"
"10235",10235,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-03-31,NA,"03","Mar"
"10236",10236,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-04-30,NA,"04","Abr"
"10237",10237,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-05-31,51.8,"05","Mai"
"10238",10238,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-06-30,2.4,"06","Jun"
"10239",10239,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-07-31,1.4,"07","Jul"
"10240",10240,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-08-31,0.2,"08","Ago"
"10241",10241,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-09-30,14.4,"09","Set"
"10242",10242,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-10-31,104.2,"10","Out"
"10243",10243,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-11-30,NA,"11","Nov"
"10244",10244,"A535","Florestal","Metropolitana de Belo Horizonte",2022,2022-12-31,NA,"12","Dez"
"10245",10245,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-01-31,480.4,"01","Jan"
"10246",10246,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-02-28,NA,"02","Fev"
"10247",10247,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-03-31,139.6,"03","Mar"
"10248",10248,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-04-30,144.6,"04","Abr"
"10249",10249,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-05-31,75,"05","Mai"
"10250",10250,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-06-30,10.6,"06","Jun"
"10251",10251,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-07-31,2.2,"07","Jul"
"10252",10252,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-08-31,25.8,"08","Ago"
"10253",10253,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-09-30,27,"09","Set"
"10254",10254,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-10-31,82,"10","Out"
"10255",10255,"A535","Florestal","Metropolitana de Belo Horizonte",2023,2023-11-30,222.8,"11","Nov"
"10256",10256,"A536","Dores do Indaiá","Central Mineira",2012,2012-01-31,190.2,"01","Jan"
"10257",10257,"A536","Dores do Indaiá","Central Mineira",2012,2012-02-29,77.6,"02","Fev"
"10258",10258,"A536","Dores do Indaiá","Central Mineira",2012,2012-03-31,94.2,"03","Mar"
"10259",10259,"A536","Dores do Indaiá","Central Mineira",2012,2012-04-30,101.2,"04","Abr"
"10260",10260,"A536","Dores do Indaiá","Central Mineira",2012,2012-05-31,41,"05","Mai"
"10261",10261,"A536","Dores do Indaiá","Central Mineira",2012,2012-06-30,74.4,"06","Jun"
"10262",10262,"A536","Dores do Indaiá","Central Mineira",2012,2012-07-31,2.6,"07","Jul"
"10263",10263,"A536","Dores do Indaiá","Central Mineira",2012,2012-08-31,NA,"08","Ago"
"10264",10264,"A536","Dores do Indaiá","Central Mineira",2012,2012-09-30,NA,"09","Set"
"10265",10265,"A536","Dores do Indaiá","Central Mineira",2012,2012-10-31,NA,"10","Out"
"10266",10266,"A536","Dores do Indaiá","Central Mineira",2012,2012-11-30,315.6,"11","Nov"
"10267",10267,"A536","Dores do Indaiá","Central Mineira",2012,2012-12-31,154.4,"12","Dez"
"10268",10268,"A536","Dores do Indaiá","Central Mineira",2013,2013-01-31,305,"01","Jan"
"10269",10269,"A536","Dores do Indaiá","Central Mineira",2013,2013-02-28,155,"02","Fev"
"10270",10270,"A536","Dores do Indaiá","Central Mineira",2013,2013-03-31,95.6,"03","Mar"
"10271",10271,"A536","Dores do Indaiá","Central Mineira",2013,2013-04-30,NA,"04","Abr"
"10272",10272,"A536","Dores do Indaiá","Central Mineira",2013,2013-05-31,7.4,"05","Mai"
"10273",10273,"A536","Dores do Indaiá","Central Mineira",2013,2013-06-30,41,"06","Jun"
"10274",10274,"A536","Dores do Indaiá","Central Mineira",2013,2013-07-31,0.6,"07","Jul"
"10275",10275,"A536","Dores do Indaiá","Central Mineira",2013,2013-08-31,13.8,"08","Ago"
"10276",10276,"A536","Dores do Indaiá","Central Mineira",2013,2013-09-30,52.8,"09","Set"
"10277",10277,"A536","Dores do Indaiá","Central Mineira",2013,2013-10-31,77,"10","Out"
"10278",10278,"A536","Dores do Indaiá","Central Mineira",2013,2013-11-30,227.4,"11","Nov"
"10279",10279,"A536","Dores do Indaiá","Central Mineira",2013,2013-12-31,218.8,"12","Dez"
"10280",10280,"A536","Dores do Indaiá","Central Mineira",2014,2014-01-31,68.4,"01","Jan"
"10281",10281,"A536","Dores do Indaiá","Central Mineira",2014,2014-02-28,9.2,"02","Fev"
"10282",10282,"A536","Dores do Indaiá","Central Mineira",2014,2014-03-31,NA,"03","Mar"
"10283",10283,"A536","Dores do Indaiá","Central Mineira",2014,2014-04-30,75.4,"04","Abr"
"10284",10284,"A536","Dores do Indaiá","Central Mineira",2014,2014-05-31,9.6,"05","Mai"
"10285",10285,"A536","Dores do Indaiá","Central Mineira",2014,2014-06-30,6.4,"06","Jun"
"10286",10286,"A536","Dores do Indaiá","Central Mineira",2014,2014-07-31,64.8,"07","Jul"
"10287",10287,"A536","Dores do Indaiá","Central Mineira",2014,2014-08-31,10.4,"08","Ago"
"10288",10288,"A536","Dores do Indaiá","Central Mineira",2014,2014-09-30,8.4,"09","Set"
"10289",10289,"A536","Dores do Indaiá","Central Mineira",2014,2014-10-31,36.8,"10","Out"
"10290",10290,"A536","Dores do Indaiá","Central Mineira",2014,2014-11-30,229.2,"11","Nov"
"10291",10291,"A536","Dores do Indaiá","Central Mineira",2014,2014-12-31,117.6,"12","Dez"
"10292",10292,"A536","Dores do Indaiá","Central Mineira",2015,2015-01-31,123,"01","Jan"
"10293",10293,"A536","Dores do Indaiá","Central Mineira",2015,2015-02-28,160.8,"02","Fev"
"10294",10294,"A536","Dores do Indaiá","Central Mineira",2015,2015-03-31,229.4,"03","Mar"
"10295",10295,"A536","Dores do Indaiá","Central Mineira",2015,2015-04-30,41.6,"04","Abr"
"10296",10296,"A536","Dores do Indaiá","Central Mineira",2015,2015-05-31,40,"05","Mai"
"10297",10297,"A536","Dores do Indaiá","Central Mineira",2015,2015-06-30,19.2,"06","Jun"
"10298",10298,"A536","Dores do Indaiá","Central Mineira",2015,2015-07-31,1,"07","Jul"
"10299",10299,"A536","Dores do Indaiá","Central Mineira",2015,2015-08-31,0,"08","Ago"
"10300",10300,"A536","Dores do Indaiá","Central Mineira",2015,2015-09-30,74.6,"09","Set"
"10301",10301,"A536","Dores do Indaiá","Central Mineira",2015,2015-10-31,60.4,"10","Out"
"10302",10302,"A536","Dores do Indaiá","Central Mineira",2015,2015-11-30,127.2,"11","Nov"
"10303",10303,"A536","Dores do Indaiá","Central Mineira",2015,2015-12-31,196,"12","Dez"
"10304",10304,"A536","Dores do Indaiá","Central Mineira",2016,2016-01-31,299.6,"01","Jan"
"10305",10305,"A536","Dores do Indaiá","Central Mineira",2016,2016-02-29,131.6,"02","Fev"
"10306",10306,"A536","Dores do Indaiá","Central Mineira",2016,2016-03-31,NA,"03","Mar"
"10307",10307,"A536","Dores do Indaiá","Central Mineira",2016,2016-04-30,NA,"04","Abr"
"10308",10308,"A536","Dores do Indaiá","Central Mineira",2016,2016-05-31,7.8,"05","Mai"
"10309",10309,"A536","Dores do Indaiá","Central Mineira",2016,2016-06-30,34.6,"06","Jun"
"10310",10310,"A536","Dores do Indaiá","Central Mineira",2016,2016-07-31,0,"07","Jul"
"10311",10311,"A536","Dores do Indaiá","Central Mineira",2016,2016-08-31,6.8,"08","Ago"
"10312",10312,"A536","Dores do Indaiá","Central Mineira",2016,2016-09-30,73.4,"09","Set"
"10313",10313,"A536","Dores do Indaiá","Central Mineira",2016,2016-10-31,107.8,"10","Out"
"10314",10314,"A536","Dores do Indaiá","Central Mineira",2016,2016-11-30,272.4,"11","Nov"
"10315",10315,"A536","Dores do Indaiá","Central Mineira",2016,2016-12-31,334.4,"12","Dez"
"10316",10316,"A536","Dores do Indaiá","Central Mineira",2017,2017-01-31,75.4,"01","Jan"
"10317",10317,"A536","Dores do Indaiá","Central Mineira",2017,2017-02-28,175.2,"02","Fev"
"10318",10318,"A536","Dores do Indaiá","Central Mineira",2017,2017-03-31,36.4,"03","Mar"
"10319",10319,"A536","Dores do Indaiá","Central Mineira",2017,2017-04-30,54,"04","Abr"
"10320",10320,"A536","Dores do Indaiá","Central Mineira",2017,2017-05-31,102.8,"05","Mai"
"10321",10321,"A536","Dores do Indaiá","Central Mineira",2017,2017-06-30,19.4,"06","Jun"
"10322",10322,"A536","Dores do Indaiá","Central Mineira",2017,2017-07-31,0,"07","Jul"
"10323",10323,"A536","Dores do Indaiá","Central Mineira",2017,2017-08-31,0,"08","Ago"
"10324",10324,"A536","Dores do Indaiá","Central Mineira",2017,2017-09-30,11.6,"09","Set"
"10325",10325,"A536","Dores do Indaiá","Central Mineira",2017,2017-10-31,134.6,"10","Out"
"10326",10326,"A536","Dores do Indaiá","Central Mineira",2017,2017-11-30,137.4,"11","Nov"
"10327",10327,"A536","Dores do Indaiá","Central Mineira",2017,2017-12-31,215,"12","Dez"
"10328",10328,"A536","Dores do Indaiá","Central Mineira",2018,2018-01-31,137,"01","Jan"
"10329",10329,"A536","Dores do Indaiá","Central Mineira",2018,2018-02-28,375.4,"02","Fev"
"10330",10330,"A536","Dores do Indaiá","Central Mineira",2018,2018-03-31,140.8,"03","Mar"
"10331",10331,"A536","Dores do Indaiá","Central Mineira",2018,2018-04-30,20,"04","Abr"
"10332",10332,"A536","Dores do Indaiá","Central Mineira",2018,2018-05-31,12,"05","Mai"
"10333",10333,"A536","Dores do Indaiá","Central Mineira",2018,2018-06-30,2.6,"06","Jun"
"10334",10334,"A536","Dores do Indaiá","Central Mineira",2018,2018-07-31,0,"07","Jul"
"10335",10335,"A536","Dores do Indaiá","Central Mineira",2018,2018-08-31,45.8,"08","Ago"
"10336",10336,"A536","Dores do Indaiá","Central Mineira",2018,2018-09-30,NA,"09","Set"
"10337",10337,"A536","Dores do Indaiá","Central Mineira",2018,2018-10-31,NA,"10","Out"
"10338",10338,"A536","Dores do Indaiá","Central Mineira",2018,2018-11-30,301.6,"11","Nov"
"10339",10339,"A536","Dores do Indaiá","Central Mineira",2018,2018-12-31,148.2,"12","Dez"
"10340",10340,"A536","Dores do Indaiá","Central Mineira",2019,2019-01-31,80.8,"01","Jan"
"10341",10341,"A536","Dores do Indaiá","Central Mineira",2019,2019-02-28,272.4,"02","Fev"
"10342",10342,"A536","Dores do Indaiá","Central Mineira",2019,2019-03-31,182.2,"03","Mar"
"10343",10343,"A536","Dores do Indaiá","Central Mineira",2019,2019-04-30,51,"04","Abr"
"10344",10344,"A536","Dores do Indaiá","Central Mineira",2019,2019-05-31,207.2,"05","Mai"
"10345",10345,"A536","Dores do Indaiá","Central Mineira",2019,2019-06-30,11.2,"06","Jun"
"10346",10346,"A536","Dores do Indaiá","Central Mineira",2019,2019-07-31,0,"07","Jul"
"10347",10347,"A536","Dores do Indaiá","Central Mineira",2019,2019-08-31,0,"08","Ago"
"10348",10348,"A536","Dores do Indaiá","Central Mineira",2019,2019-09-30,36.6,"09","Set"
"10349",10349,"A536","Dores do Indaiá","Central Mineira",2019,2019-10-31,74,"10","Out"
"10350",10350,"A536","Dores do Indaiá","Central Mineira",2019,2019-11-30,185.4,"11","Nov"
"10351",10351,"A536","Dores do Indaiá","Central Mineira",2019,2019-12-31,149.8,"12","Dez"
"10352",10352,"A536","Dores do Indaiá","Central Mineira",2020,2020-01-31,278.6,"01","Jan"
"10353",10353,"A536","Dores do Indaiá","Central Mineira",2020,2020-02-29,515.2,"02","Fev"
"10354",10354,"A536","Dores do Indaiá","Central Mineira",2020,2020-03-31,157.8,"03","Mar"
"10355",10355,"A536","Dores do Indaiá","Central Mineira",2020,2020-04-30,54.4,"04","Abr"
"10356",10356,"A536","Dores do Indaiá","Central Mineira",2020,2020-05-31,84.2,"05","Mai"
"10357",10357,"A536","Dores do Indaiá","Central Mineira",2020,2020-06-30,3,"06","Jun"
"10358",10358,"A536","Dores do Indaiá","Central Mineira",2020,2020-07-31,0,"07","Jul"
"10359",10359,"A536","Dores do Indaiá","Central Mineira",2020,2020-08-31,10,"08","Ago"
"10360",10360,"A536","Dores do Indaiá","Central Mineira",2020,2020-09-30,14.6,"09","Set"
"10361",10361,"A536","Dores do Indaiá","Central Mineira",2020,2020-10-31,254.6,"10","Out"
"10362",10362,"A536","Dores do Indaiá","Central Mineira",2020,2020-11-30,141.6,"11","Nov"
"10363",10363,"A536","Dores do Indaiá","Central Mineira",2020,2020-12-31,264.6,"12","Dez"
"10364",10364,"A536","Dores do Indaiá","Central Mineira",2021,2021-01-31,124.6,"01","Jan"
"10365",10365,"A536","Dores do Indaiá","Central Mineira",2021,2021-02-28,257,"02","Fev"
"10366",10366,"A536","Dores do Indaiá","Central Mineira",2021,2021-03-31,93.6,"03","Mar"
"10367",10367,"A536","Dores do Indaiá","Central Mineira",2021,2021-04-30,24.4,"04","Abr"
"10368",10368,"A536","Dores do Indaiá","Central Mineira",2021,2021-05-31,0,"05","Mai"
"10369",10369,"A536","Dores do Indaiá","Central Mineira",2021,2021-06-30,6.6,"06","Jun"
"10370",10370,"A536","Dores do Indaiá","Central Mineira",2021,2021-07-31,0,"07","Jul"
"10371",10371,"A536","Dores do Indaiá","Central Mineira",2021,2021-08-31,0.4,"08","Ago"
"10372",10372,"A536","Dores do Indaiá","Central Mineira",2021,2021-09-30,NA,"09","Set"
"10373",10373,"A536","Dores do Indaiá","Central Mineira",2021,2021-10-31,NA,"10","Out"
"10374",10374,"A536","Dores do Indaiá","Central Mineira",2021,2021-11-30,NA,"11","Nov"
"10375",10375,"A536","Dores do Indaiá","Central Mineira",2021,2021-12-31,329.8,"12","Dez"
"10376",10376,"A536","Dores do Indaiá","Central Mineira",2022,2022-01-31,704.6,"01","Jan"
"10377",10377,"A536","Dores do Indaiá","Central Mineira",2022,2022-02-28,562.4,"02","Fev"
"10378",10378,"A536","Dores do Indaiá","Central Mineira",2022,2022-03-31,78.4,"03","Mar"
"10379",10379,"A536","Dores do Indaiá","Central Mineira",2022,2022-04-30,16,"04","Abr"
"10380",10380,"A536","Dores do Indaiá","Central Mineira",2022,2022-05-31,5,"05","Mai"
"10381",10381,"A536","Dores do Indaiá","Central Mineira",2022,2022-06-30,0.4,"06","Jun"
"10382",10382,"A536","Dores do Indaiá","Central Mineira",2022,2022-07-31,0,"07","Jul"
"10383",10383,"A536","Dores do Indaiá","Central Mineira",2022,2022-08-31,0.2,"08","Ago"
"10384",10384,"A536","Dores do Indaiá","Central Mineira",2022,2022-09-30,NA,"09","Set"
"10385",10385,"A536","Dores do Indaiá","Central Mineira",2022,2022-10-31,92.8,"10","Out"
"10386",10386,"A536","Dores do Indaiá","Central Mineira",2022,2022-11-30,177.6,"11","Nov"
"10387",10387,"A536","Dores do Indaiá","Central Mineira",2022,2022-12-31,358.2,"12","Dez"
"10388",10388,"A536","Dores do Indaiá","Central Mineira",2023,2023-01-31,485,"01","Jan"
"10389",10389,"A536","Dores do Indaiá","Central Mineira",2023,2023-02-28,113.6,"02","Fev"
"10390",10390,"A536","Dores do Indaiá","Central Mineira",2023,2023-03-31,35.6,"03","Mar"
"10391",10391,"A536","Dores do Indaiá","Central Mineira",2023,2023-04-30,75,"04","Abr"
"10392",10392,"A536","Dores do Indaiá","Central Mineira",2023,2023-05-31,3.6,"05","Mai"
"10393",10393,"A536","Dores do Indaiá","Central Mineira",2023,2023-06-30,8.4,"06","Jun"
"10394",10394,"A536","Dores do Indaiá","Central Mineira",2023,2023-07-31,NA,"07","Jul"
"10395",10395,"A536","Dores do Indaiá","Central Mineira",2023,2023-08-31,NA,"08","Ago"
"10396",10396,"A536","Dores do Indaiá","Central Mineira",2023,2023-09-30,48.4,"09","Set"
"10397",10397,"A536","Dores do Indaiá","Central Mineira",2023,2023-10-31,183.6,"10","Out"
"10398",10398,"A536","Dores do Indaiá","Central Mineira",2023,2023-11-30,NA,"11","Nov"
"10399",10399,"A537","Diamantina","Jequitinhonha",2012,2012-01-31,393.6,"01","Jan"
"10400",10400,"A537","Diamantina","Jequitinhonha",2012,2012-02-29,62.2,"02","Fev"
"10401",10401,"A537","Diamantina","Jequitinhonha",2012,2012-03-31,177.8,"03","Mar"
"10402",10402,"A537","Diamantina","Jequitinhonha",2012,2012-04-30,51,"04","Abr"
"10403",10403,"A537","Diamantina","Jequitinhonha",2012,2012-05-31,80.2,"05","Mai"
"10404",10404,"A537","Diamantina","Jequitinhonha",2012,2012-06-30,26.6,"06","Jun"
"10405",10405,"A537","Diamantina","Jequitinhonha",2012,2012-07-31,3.6,"07","Jul"
"10406",10406,"A537","Diamantina","Jequitinhonha",2012,2012-08-31,17.4,"08","Ago"
"10407",10407,"A537","Diamantina","Jequitinhonha",2012,2012-09-30,25.8,"09","Set"
"10408",10408,"A537","Diamantina","Jequitinhonha",2012,2012-10-31,47,"10","Out"
"10409",10409,"A537","Diamantina","Jequitinhonha",2012,2012-11-30,429.4,"11","Nov"
"10410",10410,"A537","Diamantina","Jequitinhonha",2012,2012-12-31,110.6,"12","Dez"
"10411",10411,"A537","Diamantina","Jequitinhonha",2013,2013-01-31,434.6,"01","Jan"
"10412",10412,"A537","Diamantina","Jequitinhonha",2013,2013-02-28,8.4,"02","Fev"
"10413",10413,"A537","Diamantina","Jequitinhonha",2013,2013-03-31,149,"03","Mar"
"10414",10414,"A537","Diamantina","Jequitinhonha",2013,2013-04-30,160.6,"04","Abr"
"10415",10415,"A537","Diamantina","Jequitinhonha",2013,2013-05-31,12.6,"05","Mai"
"10416",10416,"A537","Diamantina","Jequitinhonha",2013,2013-06-30,18.6,"06","Jun"
"10417",10417,"A537","Diamantina","Jequitinhonha",2013,2013-07-31,2.2,"07","Jul"
"10418",10418,"A537","Diamantina","Jequitinhonha",2013,2013-08-31,4.2,"08","Ago"
"10419",10419,"A537","Diamantina","Jequitinhonha",2013,2013-09-30,40.4,"09","Set"
"10420",10420,"A537","Diamantina","Jequitinhonha",2013,2013-10-31,68,"10","Out"
"10421",10421,"A537","Diamantina","Jequitinhonha",2013,2013-11-30,188.2,"11","Nov"
"10422",10422,"A537","Diamantina","Jequitinhonha",2013,2013-12-31,635.8,"12","Dez"
"10423",10423,"A537","Diamantina","Jequitinhonha",2014,2014-01-31,69.6,"01","Jan"
"10424",10424,"A537","Diamantina","Jequitinhonha",2014,2014-02-28,46.8,"02","Fev"
"10425",10425,"A537","Diamantina","Jequitinhonha",2014,2014-03-31,78.8,"03","Mar"
"10426",10426,"A537","Diamantina","Jequitinhonha",2014,2014-04-30,79.6,"04","Abr"
"10427",10427,"A537","Diamantina","Jequitinhonha",2014,2014-05-31,18.8,"05","Mai"
"10428",10428,"A537","Diamantina","Jequitinhonha",2014,2014-06-30,9.2,"06","Jun"
"10429",10429,"A537","Diamantina","Jequitinhonha",2014,2014-07-31,31.2,"07","Jul"
"10430",10430,"A537","Diamantina","Jequitinhonha",2014,2014-08-31,17.6,"08","Ago"
"10431",10431,"A537","Diamantina","Jequitinhonha",2014,2014-09-30,6.6,"09","Set"
"10432",10432,"A537","Diamantina","Jequitinhonha",2014,2014-10-31,66.4,"10","Out"
"10433",10433,"A537","Diamantina","Jequitinhonha",2014,2014-11-30,158,"11","Nov"
"10434",10434,"A537","Diamantina","Jequitinhonha",2014,2014-12-31,153.4,"12","Dez"
"10435",10435,"A537","Diamantina","Jequitinhonha",2015,2015-01-31,43.4,"01","Jan"
"10436",10436,"A537","Diamantina","Jequitinhonha",2015,2015-02-28,284.6,"02","Fev"
"10437",10437,"A537","Diamantina","Jequitinhonha",2015,2015-03-31,204.4,"03","Mar"
"10438",10438,"A537","Diamantina","Jequitinhonha",2015,2015-04-30,141.4,"04","Abr"
"10439",10439,"A537","Diamantina","Jequitinhonha",2015,2015-05-31,45,"05","Mai"
"10440",10440,"A537","Diamantina","Jequitinhonha",2015,2015-06-30,2.8,"06","Jun"
"10441",10441,"A537","Diamantina","Jequitinhonha",2015,2015-07-31,2,"07","Jul"
"10442",10442,"A537","Diamantina","Jequitinhonha",2015,2015-08-31,25.6,"08","Ago"
"10443",10443,"A537","Diamantina","Jequitinhonha",2015,2015-09-30,5.8,"09","Set"
"10444",10444,"A537","Diamantina","Jequitinhonha",2015,2015-10-31,36.4,"10","Out"
"10445",10445,"A537","Diamantina","Jequitinhonha",2015,2015-11-30,176.2,"11","Nov"
"10446",10446,"A537","Diamantina","Jequitinhonha",2015,2015-12-31,158.4,"12","Dez"
"10447",10447,"A537","Diamantina","Jequitinhonha",2016,2016-01-31,428.6,"01","Jan"
"10448",10448,"A537","Diamantina","Jequitinhonha",2016,2016-02-29,73.4,"02","Fev"
"10449",10449,"A537","Diamantina","Jequitinhonha",2016,2016-03-31,72.2,"03","Mar"
"10450",10450,"A537","Diamantina","Jequitinhonha",2016,2016-04-30,73.4,"04","Abr"
"10451",10451,"A537","Diamantina","Jequitinhonha",2016,2016-05-31,34.4,"05","Mai"
"10452",10452,"A537","Diamantina","Jequitinhonha",2016,2016-06-30,4.6,"06","Jun"
"10453",10453,"A537","Diamantina","Jequitinhonha",2016,2016-07-31,4,"07","Jul"
"10454",10454,"A537","Diamantina","Jequitinhonha",2016,2016-08-31,2.6,"08","Ago"
"10455",10455,"A537","Diamantina","Jequitinhonha",2016,2016-09-30,26.8,"09","Set"
"10456",10456,"A537","Diamantina","Jequitinhonha",2016,2016-10-31,51.6,"10","Out"
"10457",10457,"A537","Diamantina","Jequitinhonha",2016,2016-11-30,272.6,"11","Nov"
"10458",10458,"A537","Diamantina","Jequitinhonha",2016,2016-12-31,160.8,"12","Dez"
"10459",10459,"A537","Diamantina","Jequitinhonha",2017,2017-01-31,135.8,"01","Jan"
"10460",10460,"A537","Diamantina","Jequitinhonha",2017,2017-02-28,229.2,"02","Fev"
"10461",10461,"A537","Diamantina","Jequitinhonha",2017,2017-03-31,109.8,"03","Mar"
"10462",10462,"A537","Diamantina","Jequitinhonha",2017,2017-04-30,34,"04","Abr"
"10463",10463,"A537","Diamantina","Jequitinhonha",2017,2017-05-31,57.4,"05","Mai"
"10464",10464,"A537","Diamantina","Jequitinhonha",2017,2017-06-30,4.2,"06","Jun"
"10465",10465,"A537","Diamantina","Jequitinhonha",2017,2017-07-31,3.4,"07","Jul"
"10466",10466,"A537","Diamantina","Jequitinhonha",2017,2017-08-31,0,"08","Ago"
"10467",10467,"A537","Diamantina","Jequitinhonha",2017,2017-09-30,1.4,"09","Set"
"10468",10468,"A537","Diamantina","Jequitinhonha",2017,2017-10-31,46.6,"10","Out"
"10469",10469,"A537","Diamantina","Jequitinhonha",2017,2017-11-30,189,"11","Nov"
